rank,aspect,mention_count,pct_of_aspects,mean_sentiment,median_sentiment,std_sentiment
548,peace and quiet,2,0.0,5.0,5.0,0.0
549,district,2,0.0,4.0,4.0,0.0
550,hagia sophia,2,0.0,4.5,4.5,0.707
551,stopover experience,2,0.0,3.0,3.0,0.0
552,local interactions,2,0.0,4.0,4.0,1.414
553,state comparison,2,0.0,4.0,4.0,1.414
554,airline,2,0.0,3.5,3.5,0.707
555,racial tolerance,2,0.0,2.5,2.5,0.707
556,visibility,2,0.0,2.0,2.0,0.0
557,overtourism,2,0.0,1.5,1.5,0.707
558,drinks,2,0.0,4.0,4.0,1.414
559,travel with kids,2,0.0,2.5,2.5,2.121
560,manta ray sighting,2,0.0,1.5,1.5,0.707
561,people watching,2,0.0,4.5,4.5,0.707
562,domestic flights,2,0.0,4.0,4.0,1.414
563,rainforest,2,0.0,3.5,3.5,0.707
564,local products,2,0.0,4.0,4.0,0.0
565,perast,2,0.0,3.5,3.5,0.707
566,travel timing,2,0.0,1.5,1.5,0.707
567,travel time and planning,2,0.0,3.0,3.0,0.0
568,rainforest tour,2,0.0,3.5,3.5,0.707
569,tourist interest,2,0.0,3.5,3.5,2.121
570,villages,2,0.0,4.5,4.5,0.707
571,sunset cruise,2,0.0,5.0,5.0,0.0
572,location/accessibility,2,0.0,5.0,5.0,0.0
573,park regulations,2,0.0,3.0,3.0,0.0
574,day trip planning,2,0.0,3.5,3.5,2.121
575,desert visit,2,0.0,5.0,5.0,0.0
576,regional comparison,2,0.0,3.5,3.5,0.707
577,parks and outdoor spaces,2,0.0,5.0,5.0,0.0
578,safari,2,0.0,4.5,4.5,0.707
579,demographics,2,0.0,4.0,4.0,1.414
580,white-water rafting,2,0.0,3.5,3.5,2.121
581,luggage storage,2,0.0,3.5,3.5,0.707
582,safari pace,2,0.0,2.0,2.0,0.0
583,destination accessibility,2,0.0,3.5,3.5,0.707
584,safari cost,2,0.0,2.0,2.0,0.0
585,safari logistics,2,0.0,2.0,2.0,0.0
586,autumn colors,2,0.0,5.0,5.0,0.0
587,activity accessibility,2,0.0,2.0,2.0,0.0
588,daylight,2,0.0,3.0,3.0,1.414
589,valley tour,2,0.0,4.0,4.0,0.0
590,machu picchu,2,0.0,3.5,3.5,2.121
591,kotor,2,0.0,3.5,3.5,0.707
592,travel guide,2,0.0,3.0,3.0,0.0
593,party scene,2,0.0,2.0,2.0,1.414
594,birdwatching,2,0.0,5.0,5.0,0.0
595,destination management,2,0.0,4.5,4.5,0.707
596,guides,2,0.0,5.0,5.0,0.0
597,gym culture,2,0.0,3.5,3.5,2.121
598,lodging,2,0.0,3.5,3.5,2.121
599,patagonia region,2,0.0,5.0,5.0,0.0
600,blue mosque,2,0.0,4.5,4.5,0.707
601,destination planning,2,0.0,3.0,3.0,0.0
602,destination overcrowding,2,0.0,2.0,2.0,0.0
603,logistics and transportation,2,0.0,3.0,3.0,1.414
604,travel itinerary,2,0.0,4.0,4.0,0.0
605,region preference,2,0.0,4.0,4.0,0.0
606,pasta,2,0.0,3.0,3.0,2.828
607,destination difficulty,2,0.0,2.0,2.0,0.0
608,group travel,2,0.0,4.0,4.0,1.414
609,itinerary suggestion,2,0.0,4.0,4.0,0.0
610,border waiting time,2,0.0,3.0,3.0,2.828
611,surroundings,2,0.0,5.0,5.0,0.0
612,day trip feasibility,2,0.0,2.5,2.5,0.707
613,sveti stefan,2,0.0,4.5,4.5,0.707
614,destination comparison,2,0.0,3.0,3.0,1.414
615,hotel chain,2,0.0,5.0,5.0,0.0
616,driving routes,2,0.0,4.0,4.0,0.0
617,kennedy space center,2,0.0,4.0,4.0,0.0
618,seasonal activities,2,0.0,3.0,3.0,0.0
619,alternative destination suggestion,2,0.0,4.0,4.0,0.0
620,alternative attraction,2,0.0,4.0,4.0,0.0
621,beach town experience,2,0.0,5.0,5.0,0.0
622,shrines,2,0.0,5.0,5.0,0.0
623,bariloche,2,0.0,3.5,3.5,0.707
624,beach vacation,2,0.0,2.5,2.5,3.536
625,beach visit,2,0.0,4.5,4.5,0.707
626,proximity to other destinations,2,0.0,5.0,5.0,0.0
627,sea,2,0.0,5.0,5.0,0.0
628,sightseeing time,2,0.0,2.5,2.5,0.707
629,scenic towns,2,0.0,4.5,4.5,0.707
630,kecak fire dance,2,0.0,4.5,4.5,0.707
631,language school,2,0.0,3.5,3.5,0.707
632,similarity to other destinations,2,0.0,3.0,3.0,0.0
633,walking tour,2,0.0,4.0,4.0,1.414
634,politics,2,0.0,1.5,1.5,0.707
635,political stability,2,0.0,1.5,1.5,0.707
636,police helpfulness,2,0.0,2.5,2.5,0.707
637,fall colors,2,0.0,5.0,5.0,0.0
638,scenic value,2,0.0,5.0,5.0,0.0
639,public toilet payment options,2,0.0,5.0,5.0,0.0
640,fort,2,0.0,4.0,4.0,1.414
641,forbidden city,2,0.0,4.0,4.0,1.414
642,footwear,2,0.0,3.0,3.0,0.0
643,football,2,0.0,3.0,3.0,0.0
644,seclusion,2,0.0,4.5,4.5,0.707
645,private guide,2,0.0,3.0,3.0,0.0
646,self-touring,2,0.0,4.0,4.0,0.0
647,beach access,2,0.0,4.5,4.5,0.707
648,seasonal travel,2,0.0,3.0,3.0,2.828
649,amalfi coast,2,0.0,3.5,3.5,0.707
650,service,2,0.0,3.5,3.5,2.121
651,beach crowds,2,0.0,2.0,2.0,0.0
652,private tours,2,0.0,4.0,4.0,0.0
653,baths,2,0.0,4.0,4.0,0.0
654,altitude sickness,2,0.0,2.0,2.0,1.414
655,flight route,2,0.0,4.5,4.5,0.707
656,beach destination,2,0.0,4.5,4.5,0.707
657,killarney national park,2,0.0,5.0,5.0,0.0
658,preparation,2,0.0,4.0,4.0,0.0
659,beach popularity,2,0.0,4.0,4.0,0.0
660,flight cost,2,0.0,4.5,4.5,0.707
661,food tour,2,0.0,4.5,4.5,0.707
662,base city,2,0.0,3.5,3.5,0.707
663,tulum,2,0.0,1.5,1.5,0.707
664,lake garda,2,0.0,4.0,4.0,1.414
665,ski resort,2,0.0,2.5,2.5,2.121
666,scenic spot,2,0.0,4.0,4.0,0.0
667,airline reliability,2,0.0,5.0,5.0,0.0
668,waterparks,2,0.0,3.0,3.0,0.0
669,entry requirements,2,0.0,3.5,3.5,0.707
670,solo female travel,2,0.0,2.0,2.0,1.414
671,energy,2,0.0,4.5,4.5,0.707
672,airport location,2,0.0,1.0,1.0,0.0
673,jet lag,2,0.0,1.0,1.0,0.0
674,glaciers,2,0.0,5.0,5.0,0.0
675,water quality,2,0.0,3.5,3.5,2.121
676,physical activity,2,0.0,3.5,3.5,0.707
677,glamping,2,0.0,5.0,5.0,0.0
678,waterfront,2,0.0,5.0,5.0,0.0
679,global connectivity,2,0.0,5.0,5.0,0.0
680,exploration opportunities,2,0.0,5.0,5.0,0.0
681,spice bazaar,2,0.0,4.0,4.0,0.0
682,airport efficiency,2,0.0,4.0,4.0,0.0
683,local events,2,0.0,4.5,4.5,0.707
684,airport connections,2,0.0,4.5,4.5,0.707
685,breakfast,2,0.0,4.0,4.0,0.0
686,airport access,2,0.0,3.5,3.5,2.121
687,photography spots,2,0.0,5.0,5.0,0.0
688,airline service,2,0.0,2.5,2.5,0.707
689,stanley park,2,0.0,4.5,4.5,0.707
690,golden monkey trekking,2,0.0,4.0,4.0,0.0
691,vacation experience,2,0.0,3.0,3.0,1.414
692,environmental conservation,2,0.0,5.0,5.0,0.0
693,scenic attractions,2,0.0,5.0,5.0,0.0
694,local amenities,2,0.0,4.5,4.5,0.707
695,skiing,2,0.0,4.0,4.0,1.414
696,game drive,2,0.0,4.5,4.5,0.707
697,leisure activities,2,0.0,5.0,5.0,0.0
698,gardens,2,0.0,5.0,5.0,0.0
699,expectations,2,0.0,2.5,2.5,0.707
700,urban atmosphere,2,0.0,3.5,3.5,2.121
701,amenities,2,0.0,5.0,5.0,0.0
702,exchange rate,2,0.0,4.5,4.5,0.707
703,trip length and destination recommendation,2,0.0,4.5,4.5,0.707
704,beach/water activities,2,0.0,2.0,2.0,
705,event planning,2,0.0,2.0,2.0,1.414
706,snorkelling,2,0.0,4.5,4.5,0.707
707,scenic places,2,0.0,3.0,3.0,0.0
708,beaches and islands,2,0.0,5.0,5.0,0.0
709,evening atmosphere,2,0.0,3.0,3.0,1.414
710,beaches and outdoor activities,2,0.0,3.5,3.5,2.121
711,airport train,2,0.0,4.0,4.0,0.0
712,lisbon,2,0.0,4.0,4.0,1.414
713,live music,2,0.0,3.5,3.5,0.707
714,social interaction,2,0.0,1.5,1.5,0.707
715,bali,2,0.0,3.5,3.5,0.707
716,rugby,2,0.0,3.0,3.0,0.0
717,machu picchu tour,2,0.0,4.5,4.5,0.707
718,cusco,2,0.0,4.0,4.0,0.0
719,train route,2,0.0,3.0,3.0,0.0
720,museums/history,2,0.0,5.0,5.0,0.0
721,horse trek,2,0.0,4.5,4.5,0.707
722,convenience store food,2,0.0,1.5,1.5,0.707
723,cafes,2,0.0,5.0,5.0,0.0
724,restaurant recommendations,2,0.0,3.0,3.0,0.0
725,conservancies,2,0.0,4.0,4.0,0.0
726,rental car prices,2,0.0,2.0,2.0,0.0
727,hiking/walking,2,0.0,3.5,3.5,2.121
728,cooking class,2,0.0,5.0,5.0,0.0
729,natural disasters,2,0.0,1.0,1.0,0.0
730,town attractiveness,2,0.0,4.0,4.0,1.414
731,road trip route,2,0.0,4.5,4.5,0.707
732,nile cruise,2,0.0,3.0,3.0,0.0
733,mosques,2,0.0,4.0,4.0,1.414
734,mostar,2,0.0,3.0,3.0,0.0
735,cemetery,2,0.0,5.0,5.0,0.0
736,money exchange,2,0.0,2.5,2.5,0.707
737,astronomical events,2,0.0,5.0,5.0,0.0
738,milan,2,0.0,4.0,4.0,1.414
739,mobility and accessibility,2,0.0,4.5,4.5,0.707
740,noise level,2,0.0,2.0,2.0,0.0
741,restaurant payment options,2,0.0,5.0,5.0,0.0
742,city interest,2,0.0,5.0,5.0,0.0
743,roman ruins,2,0.0,4.0,4.0,0.0
744,tourist traps,2,0.0,1.5,1.5,0.707
745,train station experience,2,0.0,3.0,3.0,2.828
746,mobility,2,0.0,1.5,1.5,0.707
747,city logistics,2,0.0,3.0,3.0,2.828
748,hiking/trail experience,2,0.0,5.0,5.0,0.0
749,attraction value,2,0.0,4.0,4.0,1.414
750,cost of food,2,0.0,4.0,4.0,0.0
751,car rentals,2,0.0,5.0,5.0,0.0
752,old town exploration,2,0.0,5.0,5.0,0.0
753,arequipa,2,0.0,4.0,4.0,0.0
754,tour operators,2,0.0,5.0,5.0,0.0
755,nikko,2,0.0,4.0,4.0,1.414
756,tourist arrivals,2,0.0,3.0,3.0,0.0
757,rental services,2,0.0,3.0,3.0,0.0
758,city priority,2,0.0,4.5,4.5,0.707
759,towns and villages,2,0.0,4.5,4.5,0.707
760,tour duration,2,0.0,3.5,3.5,0.707
761,tour experience,2,0.0,5.0,5.0,0.0
762,mountain huts,2,0.0,3.5,3.5,2.121
763,atm accessibility,2,0.0,4.0,4.0,0.0
764,tour guide,2,0.0,5.0,5.0,0.0
765,colca canyon,2,0.0,4.5,4.5,0.707
766,resort quality,2,0.0,2.0,2.0,1.414
767,national park regulations,2,0.0,3.0,3.0,0.0
768,immigration requirements,2,0.0,2.0,2.0,0.0
769,castle visits,2,0.0,4.5,4.5,0.707
770,returning to a destination,2,0.0,5.0,5.0,0.0
771,vibe,2,0.0,5.0,5.0,0.0
772,coffee culture,2,0.0,5.0,5.0,0.0
773,coffee,2,0.0,4.0,4.0,0.0
774,resorts,2,0.0,2.5,2.5,2.121
775,neurodiverse-friendliness,2,0.0,3.5,3.5,0.707
776,neuschwanstein castle,2,0.0,4.0,4.0,1.414
777,return intention,2,0.0,3.0,3.0,2.828
778,winter experience,2,0.0,4.5,4.5,0.707
779,camping,2,0.0,3.5,3.5,0.707
780,road safety,2,0.0,1.0,1.0,0.0
781,town comparison,2,0.0,4.0,4.0,0.0
782,off the beaten path,2,0.0,4.0,4.0,0.0
783,city walls,2,0.0,4.5,4.5,0.707
784,city size and atmosphere,2,0.0,4.0,4.0,0.0
785,immersion,2,0.0,4.5,4.5,0.707
786,tourist activity,2,0.0,4.5,4.5,0.707
787,tour arrangement,2,0.0,3.5,3.5,0.707
788,cave,2,0.0,4.5,4.5,0.707
789,city walkability,2,0.0,3.5,3.5,2.121
790,river travel,2,0.0,4.5,4.5,0.707
791,imagery,2,0.0,5.0,5.0,0.0
792,national reserve,2,0.0,4.0,4.0,0.0
793,vietnam as a destination,2,0.0,4.0,4.0,1.414
794,mountains and scenery,2,0.0,5.0,5.0,0.0
795,area to avoid,2,0.0,1.0,1.0,0.0
796,time of visit,2,0.0,3.0,3.0,2.828
797,time constraint,2,0.0,2.0,2.0,0.0
798,regional significance,2,0.0,3.5,3.5,0.707
799,transportation from airport,2,0.0,1.0,1.0,0.0
800,christmas markets,2,0.0,4.0,4.0,0.0
801,variety of activities,2,0.0,5.0,5.0,0.0
802,restaurant experience,2,0.0,3.5,3.5,2.121
803,thailand as a destination,2,0.0,4.5,4.5,0.707
804,village exploration,2,0.0,4.5,4.5,0.707
805,overall destination,2,0.0,4.0,4.0,0.0
806,atm availability,2,0.0,2.0,2.0,0.0
807,hot air balloon ride,2,0.0,4.0,4.0,1.414
808,internet,2,0.0,2.5,2.5,0.707
809,cruise ship experience,2,0.0,4.0,4.0,0.0
810,regional train pass,2,0.0,3.0,3.0,0.0
811,accommodation safety,2,0.0,2.5,2.5,0.707
812,nature/outdoors,2,0.0,5.0,5.0,0.0
813,translation apps,2,0.0,4.0,4.0,0.0
814,tourist reception,2,0.0,3.0,3.0,2.828
815,iquitos,2,0.0,4.5,4.5,0.707
816,aurora viewing,2,0.0,4.0,4.0,1.414
817,nature and outdoors,2,0.0,4.5,4.5,0.707
818,budapest,2,0.0,3.0,3.0,0.0
819,island accessibility,2,0.0,2.5,2.5,2.121
820,city aesthetics,2,0.0,1.0,1.0,0.0
821,nature and scenic beauty,2,0.0,5.0,5.0,0.0
822,tourist etiquette,2,0.0,4.5,4.5,0.707
823,overall trip planning,2,0.0,3.5,3.5,0.707
824,ride-hailing services,2,0.0,5.0,5.0,0.0
825,accommodation/time spent,2,0.0,4.0,4.0,0.0
826,temple experience,2,0.0,5.0,5.0,0.0
827,temple of heaven,2,0.0,3.5,3.5,2.121
828,wildlife spotting,2,0.0,4.0,4.0,1.414
829,brunch,2,0.0,4.5,4.5,0.707
830,wildlife trekking,2,0.0,5.0,5.0,0.0
831,harbor,2,0.0,5.0,5.0,0.0
832,royal palace,2,0.0,4.5,4.5,0.707
833,cultural norms,2,0.0,3.5,3.5,0.707
834,acclimatization,2,0.0,2.5,2.5,0.707
835,victoria falls,2,0.0,5.0,5.0,0.0
836,hobbiton,2,0.0,5.0,5.0,0.0
837,tour organization,2,0.0,3.5,3.5,0.707
838,cross-border transportation,2,0.0,2.0,2.0,0.0
839,traffic laws,2,0.0,2.5,2.5,0.707
840,city enjoyability,2,0.0,3.5,3.5,0.707
841,crime,2,0.0,2.0,2.0,0.0
842,village atmosphere,2,0.0,5.0,5.0,0.0
843,infrastructure development,2,0.0,1.5,1.5,0.707
844,city excitement,2,0.0,3.5,3.5,2.121
845,cable car,2,0.0,4.0,4.0,0.0
846,hostels,2,0.0,3.0,3.0,0.0
847,hiking and nature,2,0.0,5.0,5.0,0.0
848,tourist town,2,0.0,3.0,3.0,1.414
849,traffic safety,2,0.0,2.0,2.0,0.0
850,chefchaouen,2,0.0,4.0,4.0,1.414
851,onsen experience,2,0.0,5.0,5.0,0.0
852,attractions and activities,2,0.0,3.5,3.5,0.707
853,cheese,2,0.0,4.5,4.5,0.707
854,city energy,2,0.0,4.5,4.5,0.707
855,regulations,2,0.0,2.5,2.5,0.707
856,tourist spots,2,0.0,3.0,3.0,0.0
857,transit time,2,0.0,2.0,2.0,0.0
858,bus tours,2,0.0,2.5,2.5,0.707
859,thermal baths,2,0.0,4.0,4.0,1.414
860,high-speed rail,2,0.0,4.5,4.5,0.707
861,crowd and atmosphere,2,0.0,4.0,4.0,0.0
862,bus travel,2,0.0,3.5,3.5,0.707
863,transit ticket machines,2,0.0,5.0,5.0,0.0
864,traditional culture,2,0.0,5.0,5.0,0.0
865,crowd demographics,2,0.0,3.0,3.0,0.0
866,wine regions,2,0.0,4.0,4.0,1.414
867,ticket availability,2,0.0,3.0,3.0,0.0
868,crowd and popularity,2,0.0,4.0,4.0,0.0
869,tour/attraction,2,0.0,5.0,5.0,0.0
870,hostel experience,2,0.0,3.0,3.0,1.414
871,restaurant - illegal pete’s,1,0.0,5.0,5.0,
872,restaurant - chubby's,1,0.0,4.0,4.0,
873,public transit system,1,0.0,4.0,4.0,
874,restaurant - casa da companhia,1,0.0,5.0,5.0,
875,public square,1,0.0,2.0,2.0,
876,volcano tours,1,0.0,3.0,3.0,
877,restaurant - gallatoire's,1,0.0,5.0,5.0,
878,proximity to bologna,1,0.0,3.0,3.0,
879,restaurant - johnny's,1,0.0,5.0,5.0,
880,restaurant - la diabla pozole y mezcal,1,0.0,5.0,5.0,
881,restaurant atmosphere,1,0.0,5.0,5.0,
882,private guides,1,0.0,4.0,4.0,
883,private listings,1,0.0,5.0,5.0,
884,restaurant and bar recommendation,1,0.0,5.0,5.0,
885,private transfer services,1,0.0,5.0,5.0,
886,restaurant - work & class,1,0.0,5.0,5.0,
887,restaurant - tacos de valle,1,0.0,5.0,5.0,
888,private transfers,1,0.0,3.0,3.0,
889,private transportation,1,0.0,5.0,5.0,
890,promenade,1,0.0,5.0,5.0,
891,proximity,1,0.0,5.0,5.0,
892,volcanoes,1,0.0,5.0,5.0,
893,restaurant - brendan's,1,0.0,5.0,5.0,
894,proximity to convention center,1,0.0,4.0,4.0,
895,restaurant - root down,1,0.0,5.0,5.0,
896,restaurant - pedro dos frangos,1,0.0,5.0,5.0,
897,restaurant - nola po boys,1,0.0,5.0,5.0,
898,proximity to nature,1,0.0,5.0,5.0,
899,vigo,1,0.0,3.0,3.0,
900,restaurant - la loma,1,0.0,5.0,5.0,
901,public beaches,1,0.0,3.0,3.0,
902,public behavior,1,0.0,4.0,4.0,
903,public bus system,1,0.0,5.0,5.0,
904,public facilities,1,0.0,2.0,2.0,
905,public space,1,0.0,4.0,4.0,
906,restaurant - buckhorn exchange,1,0.0,4.0,4.0,
907,resort character,1,0.0,5.0,5.0,
908,restaurant - brasão coliseu,1,0.0,5.0,5.0,
909,volcano and waterfalls,1,0.0,4.0,4.0,
910,red forest,1,0.0,3.0,3.0,
911,recommendation for repeat visitors,1,0.0,2.0,2.0,
912,recommendation for first-time visitors,1,0.0,5.0,5.0,
913,relaxation and calmness,1,0.0,5.0,5.0,
914,relaxation and leisure,1,0.0,5.0,5.0,
915,rebound of tourism,1,0.0,3.0,3.0,
916,relaxing,1,0.0,4.0,4.0,
917,visa process,1,0.0,5.0,5.0,
918,re-entry policy,1,0.0,3.0,3.0,
919,religion,1,0.0,5.0,5.0,
920,ramen,1,0.0,5.0,5.0,
921,remote work,1,0.0,5.0,5.0,
922,visa regulations,1,0.0,3.0,3.0,
923,rajasthan,1,0.0,3.0,3.0,
924,rent a car,1,0.0,4.0,4.0,
925,rainy season,1,0.0,3.0,3.0,
926,rainforests,1,0.0,3.0,3.0,
927,rental car experience,1,0.0,4.0,4.0,
928,rainforest accessibility,1,0.0,2.0,2.0,
929,rehabilitation centers,1,0.0,4.0,4.0,
930,visa policy,1,0.0,3.0,3.0,
931,region attractiveness,1,0.0,3.0,3.0,
932,regional preference,1,0.0,5.0,5.0,
933,regional diversity,1,0.0,4.0,4.0,
934,regional experience,1,0.0,5.0,5.0,
935,regional culture,1,0.0,4.0,4.0,
936,regional content,1,0.0,5.0,5.0,
937,village visit,1,0.0,4.0,4.0,
938,village life,1,0.0,5.0,5.0,
939,regional geography,1,0.0,3.0,3.0,
940,vintgar gorge,1,0.0,5.0,5.0,
941,regional stability,1,0.0,2.0,2.0,
942,regret about itinerary,1,0.0,5.0,5.0,
943,regional climate,1,0.0,5.0,5.0,
944,regional trains,1,0.0,2.0,2.0,
945,visa and permit process,1,0.0,3.0,3.0,
946,regional attractiveness,1,0.0,5.0,5.0,
947,village experiences,1,0.0,5.0,5.0,
948,regional variety,1,0.0,5.0,5.0,
949,regional appreciation,1,0.0,5.0,5.0,
950,regional vibe,1,0.0,4.0,4.0,
951,rainbow mountain,1,0.0,3.0,3.0,
952,rail travel,1,0.0,4.0,4.0,
953,radisson blu poste lafayette resort & spa,1,0.0,3.0,3.0,
954,village,1,0.0,5.0,5.0,
955,resort type (adults-only vs family),1,0.0,3.0,3.0,
956,puntas las marias beach,1,0.0,4.0,4.0,
957,puno,1,0.0,3.0,3.0,
958,punctuality,1,0.0,2.0,2.0,
959,punakaiki,1,0.0,5.0,5.0,
960,rest and relaxation,1,0.0,3.0,3.0,
961,puglia region,1,0.0,3.0,3.0,
962,puglia,1,0.0,5.0,5.0,
963,puerto vallarta,1,0.0,3.0,3.0,
964,pyramid,1,0.0,4.0,4.0,
965,restaurant (garuda),1,0.0,5.0,5.0,
966,puerto rico,1,0.0,4.0,4.0,
967,visuals,1,0.0,5.0,5.0,
968,restaurant (pagi sore),1,0.0,2.0,2.0,
969,restaurant - acme oyster,1,0.0,3.0,3.0,
970,puebla,1,0.0,4.0,4.0,
971,"pubs, bars, restaurants",1,0.0,3.0,3.0,
972,restaurant - barbacoa edison,1,0.0,5.0,5.0,
973,visiting patagonia,1,0.0,5.0,5.0,
974,qingtiangang,1,0.0,2.0,2.0,
975,visas and permits,1,0.0,3.0,3.0,
976,quilotoa loop,1,0.0,5.0,5.0,
977,rental cars,1,0.0,1.0,1.0,
978,racism,1,0.0,1.0,1.0,
979,rental services (vespa/bike),1,0.0,4.0,4.0,
980,racial acceptance,1,0.0,5.0,5.0,
981,visit duration,1,0.0,3.0,3.0,
982,visit to athens,1,0.0,4.0,4.0,
983,renting a car,1,0.0,5.0,5.0,
984,reputation,1,0.0,2.0,2.0,
985,quiet places,1,0.0,4.0,4.0,
986,resort town quality,1,0.0,2.0,2.0,
987,reservation process,1,0.0,4.0,4.0,
988,residenz,1,0.0,4.0,4.0,
989,quiet island locations,1,0.0,4.0,4.0,
990,resort amenities,1,0.0,2.0,2.0,
991,regional division,1,0.0,3.0,3.0,
992,quiet atmosphere,1,0.0,5.0,5.0,
993,queen elizabeth park,1,0.0,3.0,3.0,
994,resort experience,1,0.0,2.0,2.0,
995,private flight,1,0.0,5.0,5.0,
996,tourist information center service,1,0.0,5.0,5.0,
997,private beaches,1,0.0,5.0,5.0,
998,outdoor exploration,1,0.0,5.0,5.0,
999,our saviour’s church,1,0.0,3.0,3.0,
1000,ottoman architecture,1,0.0,4.0,4.0,
1001,osaka,1,0.0,3.0,3.0,
1002,ortaköy mosque,1,0.0,4.0,4.0,
1003,orkhon valley horse trek,1,0.0,4.0,4.0,
1004,organized tour,1,0.0,4.0,4.0,
1005,organization,1,0.0,5.0,5.0,
1006,orakei korako geothermal park,1,0.0,5.0,5.0,
1007,wine route in beaune,1,0.0,3.0,3.0,
1008,optional side trip,1,0.0,4.0,4.0,
1009,operating hours,1,0.0,2.0,2.0,
1010,opera house,1,0.0,5.0,5.0,
1011,onsen culture,1,0.0,5.0,5.0,
1012,onsen (hot springs),1,0.0,5.0,5.0,
1013,onboard experience,1,0.0,3.0,3.0,
1014,omarama clay cliffs,1,0.0,5.0,5.0,
1015,olympos ancient city,1,0.0,5.0,5.0,
1016,old towns,1,0.0,5.0,5.0,
1017,old town/historical area,1,0.0,5.0,5.0,
1018,old town area,1,0.0,3.0,3.0,
1019,old town architecture,1,0.0,5.0,5.0,
1020,old town and lake,1,0.0,4.0,4.0,
1021,old town (kaleiçi),1,0.0,5.0,5.0,
1022,wine tours,1,0.0,4.0,4.0,
1023,old san juan,1,0.0,5.0,5.0,
1024,old city baku,1,0.0,5.0,5.0,
1025,old cities,1,0.0,4.0,4.0,
1026,wine bars,1,0.0,4.0,4.0,
1027,over-tourism,1,0.0,2.0,2.0,
1028,volcán chicabal,1,0.0,5.0,5.0,
1029,overall atmosphere,1,0.0,5.0,5.0,
1030,palace museum (forbidden city),1,0.0,2.0,2.0,
1031,wildlife experiences,1,0.0,5.0,5.0,
1032,pacing,1,0.0,3.0,3.0,
1033,wildlife in kalimantan,1,0.0,5.0,5.0,
1034,pace of the city,1,0.0,2.0,2.0,
1035,wildlife safety,1,0.0,2.0,2.0,
1036,oylat waterfall,1,0.0,5.0,5.0,
1037,oylat thermal springs,1,0.0,5.0,5.0,
1038,oylat cave,1,0.0,4.0,4.0,
1039,oxford,1,0.0,5.0,5.0,
1040,overland trip,1,0.0,4.0,4.0,
1041,wildlife sanctuary,1,0.0,5.0,5.0,
1042,overland travel,1,0.0,2.0,2.0,
1043,overall vibe,1,0.0,5.0,5.0,
1044,overall trip value,1,0.0,4.0,4.0,
1045,overall trip plan,1,0.0,4.0,4.0,
1046,overall stay duration,1,0.0,2.0,2.0,
1047,overall region,1,0.0,5.0,5.0,
1048,overall itinerary,1,0.0,4.0,4.0,
1049,overall experience with injury,1,0.0,1.0,1.0,
1050,overall experience in tokyo,1,0.0,5.0,5.0,
1051,overall experience in rwanda,1,0.0,5.0,5.0,
1052,overall experience in hokkaido,1,0.0,5.0,5.0,
1053,wildlife watching,1,0.0,5.0,5.0,
1054,overall excitement,1,0.0,5.0,5.0,
1055,overall cost,1,0.0,5.0,5.0,
1056,wine bar,1,0.0,5.0,5.0,
1057,okavango delta,1,0.0,5.0,5.0,
1058,ogliastra / foxi manna area,1,0.0,4.0,4.0,
1059,offbeat destinations,1,0.0,5.0,5.0,
1060,off the beaten path travel,1,0.0,5.0,5.0,
1061,wudaokou,1,0.0,5.0,5.0,
1062,new zealand's south island,1,0.0,4.0,4.0,
1063,new chums beach,1,0.0,5.0,5.0,
1064,wulong karst,1,0.0,4.0,4.0,
1065,neighbourhood,1,0.0,5.0,5.0,
1066,xelapan bakery,1,0.0,5.0,5.0,
1067,xiyuan temple,1,0.0,5.0,5.0,
1068,neighborhoods to visit,1,0.0,5.0,5.0,
1069,neighborhoods and sites,1,0.0,4.0,4.0,
1070,xochimilco experience,1,0.0,5.0,5.0,
1071,yamdrok yumco lake,1,0.0,5.0,5.0,
1072,yangon,1,0.0,5.0,5.0,
1073,yasawa chain,1,0.0,4.0,4.0,
1074,neighborhood tour,1,0.0,5.0,5.0,
1075,neighborhood safety,1,0.0,1.0,1.0,
1076,neighborhood planning,1,0.0,5.0,5.0,
1077,neighborhood experience,1,0.0,5.0,5.0,
1078,neighborhood - roma norte,1,0.0,4.0,4.0,
1079,nazca lines,1,0.0,1.0,1.0,
1080,yeni cami (new mosque),1,0.0,5.0,5.0,
1081,nazare/ericeira,1,0.0,4.0,4.0,
1082,yogyakarta,1,0.0,4.0,4.0,
1083,youth hostels,1,0.0,4.0,4.0,
1084,zagreb,1,0.0,3.0,3.0,
1085,zhangjiajie national park,1,0.0,4.0,4.0,
1086,nature/hiking,1,0.0,4.0,4.0,
1087,zoe hora restaurant,1,0.0,4.0,4.0,
1088,working during travel,1,0.0,2.0,2.0,
1089,night scenery,1,0.0,5.0,5.0,
1090,work-life balance,1,0.0,2.0,2.0,
1091,northern coast,1,0.0,4.0,4.0,
1092,off the beaten path destinations,1,0.0,5.0,5.0,
1093,off season ski resort town,1,0.0,4.0,4.0,
1094,ocean temperature,1,0.0,2.0,2.0,
1095,nørrebro,1,0.0,3.0,3.0,
1096,nyhavn,1,0.0,3.0,3.0,
1097,nxai pan national park,1,0.0,5.0,5.0,
1098,novi sad,1,0.0,3.0,3.0,
1099,northwest region,1,0.0,5.0,5.0,
1100,northern patagonia,1,0.0,4.0,4.0,
1101,northern lights viewing,1,0.0,2.0,2.0,
