rank,aspect,mention_count,pct_of_aspects,mean_sentiment,median_sentiment,std_sentiment
1102,northern lights experience,1,0.0,4.0,4.0,
1103,northern lights,1,0.0,5.0,5.0,
1104,north eastern states,1,0.0,5.0,5.0,
1105,nightlife in sanlitun,1,0.0,1.0,1.0,
1106,noise level near airport,1,0.0,3.0,3.0,
1107,winery,1,0.0,5.0,5.0,
1108,nizami street,1,0.0,5.0,5.0,
1109,ninh binh experience,1,0.0,4.0,4.0,
1110,ninh binh,1,0.0,5.0,5.0,
1111,nin binh,1,0.0,3.0,3.0,
1112,work experience,1,0.0,2.0,2.0,
1113,nihn binh experience,1,0.0,3.0,3.0,
1114,nighttime views,1,0.0,5.0,5.0,
1115,nighttime tour,1,0.0,4.0,4.0,
1116,nightlife/atmosphere,1,0.0,5.0,5.0,
1117,work restrictions,1,0.0,3.0,3.0,
1118,palace of culture & science,1,0.0,4.0,4.0,
1119,palaces,1,0.0,4.0,4.0,
1120,palenque,1,0.0,4.0,4.0,
1121,war remnants museum,1,0.0,4.0,4.0,
1122,walking experience,1,0.0,2.0,2.0,
1123,pop culture reference,1,0.0,5.0,5.0,
1124,pop culture,1,0.0,5.0,5.0,
1125,walking routes,1,0.0,4.0,4.0,
1126,walking safari,1,0.0,5.0,5.0,
1127,pool,1,0.0,4.0,4.0,
1128,pompette wine bar,1,0.0,4.0,4.0,
1129,polynesian spa,1,0.0,3.0,3.0,
1130,police enforcement,1,0.0,3.0,3.0,
1131,polar night experience,1,0.0,4.0,4.0,
1132,walking/hangout spots,1,0.0,5.0,5.0,
1133,pokhara town,1,0.0,5.0,5.0,
1134,poiana brașov,1,0.0,5.0,5.0,
1135,podgorica,1,0.0,3.0,3.0,
1136,plitvice np,1,0.0,3.0,3.0,
1137,walking/hiking,1,0.0,2.0,2.0,
1138,plitvice national park,1,0.0,3.0,3.0,
1139,walks,1,0.0,5.0,5.0,
1140,plaza de españa,1,0.0,5.0,5.0,
1141,playa del carmen,1,0.0,1.0,1.0,
1142,planning/ease of travel,1,0.0,5.0,5.0,
1143,planning resources,1,0.0,5.0,5.0,
1144,planning requirements,1,0.0,4.0,4.0,
1145,planning and time management,1,0.0,3.0,3.0,
1146,planning and scheduling,1,0.0,4.0,4.0,
1147,walvis bay,1,0.0,5.0,5.0,
1148,planning and logistics,1,0.0,1.0,1.0,
1149,walking distance,1,0.0,2.0,2.0,
1150,walking areas,1,0.0,5.0,5.0,
1151,walking and mobility,1,0.0,2.0,2.0,
1152,pre-trip excitement,1,0.0,5.0,5.0,
1153,pricing transparency,1,0.0,2.0,2.0,
1154,pricing,1,0.0,1.0,1.0,
1155,prices at pubs and bars,1,0.0,1.0,1.0,
1156,volterra town,1,0.0,5.0,5.0,
1157,price transparency,1,0.0,1.0,1.0,
1158,volunteering,1,0.0,5.0,5.0,
1159,previous experience in peru,1,0.0,4.0,4.0,
1160,previous experience in colombia,1,0.0,4.0,4.0,
1161,previous experience,1,0.0,4.0,4.0,
1162,volunteering experience,1,0.0,5.0,5.0,
1163,prepaid travel cards,1,0.0,5.0,5.0,
1164,preference,1,0.0,5.0,5.0,
1165,waikite valley hot pools,1,0.0,5.0,5.0,
1166,pororari river walk,1,0.0,5.0,5.0,
1167,pre-cruise stay,1,0.0,4.0,4.0,
1168,waiotapu,1,0.0,3.0,3.0,
1169,prato city,1,0.0,5.0,5.0,
1170,wait times,1,0.0,2.0,2.0,
1171,prato chinatown,1,0.0,5.0,5.0,
1172,prague,1,0.0,3.0,3.0,
1173,practicality,1,0.0,5.0,5.0,
1174,power adapter,1,0.0,5.0,5.0,
1175,potala palace,1,0.0,5.0,5.0,
1176,portugal,1,0.0,5.0,5.0,
1177,portobello rd market,1,0.0,5.0,5.0,
1178,walkable areas,1,0.0,3.0,3.0,
1179,war history,1,0.0,4.0,4.0,
1180,plains,1,0.0,2.0,2.0,
1181,palma as a place to stay,1,0.0,4.0,4.0,
1182,warm lakes,1,0.0,4.0,4.0,
1183,people/friendliness,1,0.0,5.0,5.0,
1184,people-watching,1,0.0,5.0,5.0,
1185,weather preparation,1,0.0,4.0,4.0,
1186,people's kindness and honesty,1,0.0,5.0,5.0,
1187,people and community,1,0.0,5.0,5.0,
1188,penang,1,0.0,3.0,3.0,
1189,pedestrian boardwalk,1,0.0,4.0,4.0,
1190,peace,1,0.0,5.0,5.0,
1191,payment system,1,0.0,3.0,3.0,
1192,weather/climate,1,0.0,3.0,3.0,
1193,weaving workshop,1,0.0,5.0,5.0,
1194,pattaya,1,0.0,3.0,3.0,
1195,patagonia,1,0.0,3.0,3.0,
1196,wellness activities,1,0.0,5.0,5.0,
1197,pastries,1,0.0,5.0,5.0,
1198,passport stamping,1,0.0,2.0,2.0,
1199,passport control for indian citizens,1,0.0,2.0,2.0,
1200,parque centro américa,1,0.0,4.0,4.0,
1201,"wengen, switzerland",1,0.0,5.0,5.0,
1202,whale watching,1,0.0,5.0,5.0,
1203,wildlife diversity,1,0.0,5.0,5.0,
1204,park quality,1,0.0,5.0,5.0,
1205,park experience,1,0.0,4.0,4.0,
1206,paris,1,0.0,5.0,5.0,
1207,parc de la tete,1,0.0,3.0,3.0,
1208,panoramic views,1,0.0,5.0,5.0,
1209,pandeli,1,0.0,4.0,4.0,
1210,perge ancient city,1,0.0,5.0,5.0,
1211,personal boundaries and privacy,1,0.0,2.0,2.0,
1212,personal comfort,1,0.0,5.0,5.0,
1213,phuket experience,1,0.0,3.0,3.0,
1214,warsaw university's library garden,1,0.0,4.0,4.0,
1215,water color,1,0.0,5.0,5.0,
1216,water parks,1,0.0,1.0,1.0,
1217,places to explore,1,0.0,4.0,4.0,
1218,pizza,1,0.0,5.0,5.0,
1219,pingjiang road,1,0.0,5.0,5.0,
1220,pilgrimage site,1,0.0,4.0,4.0,
1221,piha beach,1,0.0,5.0,5.0,
1222,views and scenery,1,0.0,5.0,5.0,
1223,physical conditioning,1,0.0,4.0,4.0,
1224,physical activities,1,0.0,5.0,5.0,
1225,physical accessibility,1,0.0,2.0,2.0,
1226,phuket,1,0.0,3.0,3.0,
1227,personal preference,1,0.0,5.0,5.0,
1228,watertowns,1,0.0,5.0,5.0,
1229,photography services,1,0.0,5.0,5.0,
1230,photography service,1,0.0,5.0,5.0,
1231,weather and clothing,1,0.0,3.0,3.0,
1232,weather and terrain,1,0.0,3.0,3.0,
1233,weather forecasting,1,0.0,4.0,4.0,
1234,weather in portugal,1,0.0,4.0,4.0,
1235,photogenicity,1,0.0,5.0,5.0,
1236,weather in september and october,1,0.0,1.0,1.0,
1237,photo opportunities,1,0.0,5.0,5.0,
1238,weather in spain,1,0.0,4.0,4.0,
1239,phnom penh experience,1,0.0,2.0,2.0,
1240,physical difficulty,1,0.0,3.0,3.0,
1241,rural views,1,0.0,5.0,5.0,
1242,restaurant availability,1,0.0,5.0,5.0,
1243,table mountain,1,0.0,3.0,3.0,
1244,tatry mountains,1,0.0,3.0,3.0,
1245,tashkent visit,1,0.0,3.0,3.0,
1246,tashilhunpo monastery,1,0.0,5.0,5.0,
1247,tapas and wine in madrid,1,0.0,5.0,5.0,
1248,travel duration and planning,1,0.0,3.0,3.0,
1249,taman negara,1,0.0,3.0,3.0,
1250,taksim mosque,1,0.0,5.0,5.0,
1251,travel ease,1,0.0,1.0,1.0,
1252,travel efficiency,1,0.0,3.0,3.0,
1253,takeshita street,1,0.0,1.0,1.0,
1254,takayama,1,0.0,3.0,3.0,
1255,tacos tony street cart,1,0.0,5.0,5.0,
1256,tacos el guero,1,0.0,5.0,5.0,
1257,süleymaniye mosque,1,0.0,5.0,5.0,
1258,taxi affordability,1,0.0,4.0,4.0,
1259,symi,1,0.0,5.0,5.0,
1260,switzerland as a destination,1,0.0,5.0,5.0,
1261,travel guidance,1,0.0,3.0,3.0,
1262,swim stops,1,0.0,5.0,5.0,
1263,travel hacks,1,0.0,3.0,3.0,
1264,travel in may,1,0.0,5.0,5.0,
1265,travel insurance,1,0.0,5.0,5.0,
1266,travel logistics,1,0.0,3.0,3.0,
1267,travel order,1,0.0,3.0,3.0,
1268,surabaya airport,1,0.0,3.0,3.0,
1269,supermarket prices,1,0.0,5.0,5.0,
1270,travel pacing,1,0.0,5.0,5.0,
1271,sunway lagoon,1,0.0,4.0,4.0,
1272,taxco,1,0.0,4.0,4.0,
1273,travel documents,1,0.0,2.0,2.0,
1274,texas,1,0.0,4.0,4.0,
1275,travel agents,1,0.0,3.0,3.0,
1276,transportation hub,1,0.0,4.0,4.0,
1277,terracotta warriors,1,0.0,4.0,4.0,
1278,tennessee,1,0.0,4.0,4.0,
1279,transportation infrastructure,1,0.0,5.0,5.0,
1280,temples and monasteries,1,0.0,5.0,5.0,
1281,transportation prices,1,0.0,3.0,3.0,
1282,transportation quality,1,0.0,4.0,4.0,
1283,transportation scheduling,1,0.0,2.0,2.0,
1284,temple tours,1,0.0,4.0,4.0,
1285,transportation to narita airport,1,0.0,4.0,4.0,
1286,temple,1,0.0,4.0,4.0,
1287,travel advisories,1,0.0,2.0,2.0,
1288,travel agency,1,0.0,4.0,4.0,
1289,telecom/service provider,1,0.0,4.0,4.0,
1290,travel documentation process,1,0.0,1.0,1.0,
1291,telecom/data services,1,0.0,5.0,5.0,
1292,travel between cities,1,0.0,3.0,3.0,
1293,telecom service,1,0.0,4.0,4.0,
1294,telecom,1,0.0,3.0,3.0,
1295,travel comfort,1,0.0,5.0,5.0,
1296,teamlabs,1,0.0,3.0,3.0,
1297,tea house culture,1,0.0,5.0,5.0,
1298,tea factory tour,1,0.0,5.0,5.0,
1299,te pa tu,1,0.0,3.0,3.0,
1300,travel companionship,1,0.0,5.0,5.0,
1301,taxi/ride apps,1,0.0,3.0,3.0,
1302,travel constraints,1,0.0,2.0,2.0,
1303,travel distance,1,0.0,2.0,2.0,
1304,sunsets,1,0.0,5.0,5.0,
1305,travel planning resources,1,0.0,2.0,2.0,
1306,sunrise attitude,1,0.0,3.0,3.0,
1307,sports,1,0.0,5.0,5.0,
1308,traveling with baby,1,0.0,2.0,2.0,
1309,state attractions,1,0.0,5.0,5.0,
1310,trek length,1,0.0,3.0,3.0,
1311,state,1,0.0,4.0,4.0,
1312,trekking experience,1,0.0,5.0,5.0,
1313,starlight mountain lodge,1,0.0,5.0,5.0,
1314,stargazing/ astronomy,1,0.0,5.0,5.0,
1315,star gazing,1,0.0,5.0,5.0,
1316,standing in line for attractions,1,0.0,1.0,1.0,
1317,staff,1,0.0,5.0,5.0,
1318,sri lanka,1,0.0,3.0,3.0,
1319,squares,1,0.0,3.0,3.0,
1320,trekking route,1,0.0,4.0,4.0,
1321,sport,1,0.0,3.0,3.0,
1322,sunny's pinchos,1,0.0,5.0,5.0,
1323,trekking trails,1,0.0,4.0,4.0,
1324,split,1,0.0,3.0,3.0,
1325,spirituality,1,0.0,5.0,5.0,
1326,specific restaurant (gettó gulyás),1,0.0,1.0,1.0,
1327,specific area (foz do douro),1,0.0,4.0,4.0,
1328,spanish school,1,0.0,4.0,4.0,
1329,spain as a potential destination,1,0.0,3.0,3.0,
1330,spain,1,0.0,3.0,3.0,
1331,space & time cube/museum,1,0.0,3.0,3.0,
1332,spa/massage,1,0.0,5.0,5.0,
1333,southern patagonia,1,0.0,5.0,5.0,
1334,southern coast,1,0.0,5.0,5.0,
1335,sopa lodges,1,0.0,4.0,4.0,
1336,state park,1,0.0,5.0,5.0,
1337,state size,1,0.0,3.0,3.0,
1338,traveling with a baby/young kid,1,0.0,5.0,5.0,
1339,station,1,0.0,3.0,3.0,
1340,travel preparation,1,0.0,3.0,3.0,
1341,sunday morning market on the saone,1,0.0,4.0,4.0,
1342,sumatra,1,0.0,4.0,4.0,
1343,sultanahmet area,1,0.0,1.0,1.0,
1344,travel recommendation,1,0.0,5.0,5.0,
1345,sulfur springs in dalol,1,0.0,4.0,4.0,
1346,sulaymaniye mosque,1,0.0,5.0,5.0,
1347,travel regulations,1,0.0,4.0,4.0,
1348,suitability for young children,1,0.0,2.0,2.0,
1349,suica card,1,0.0,5.0,5.0,
1350,suggested visit duration,1,0.0,2.0,2.0,
1351,study abroad experience,1,0.0,5.0,5.0,
1352,strictness,1,0.0,2.0,2.0,
1353,stress level,1,0.0,2.0,2.0,
1354,streets and wandering,1,0.0,5.0,5.0,
1355,streets and architecture,1,0.0,5.0,5.0,
1356,streets,1,0.0,4.0,4.0,
1357,street markets,1,0.0,4.0,4.0,
1358,travel time and logistics,1,0.0,3.0,3.0,
1359,street cats,1,0.0,5.0,5.0,
1360,street atmosphere,1,0.0,3.0,3.0,
1361,travel to france,1,0.0,5.0,5.0,
1362,strasbourg,1,0.0,5.0,5.0,
1363,stops and attractions,1,0.0,5.0,5.0,
1364,travel to the nordics,1,0.0,4.0,4.0,
1365,travel with baby,1,0.0,3.0,3.0,
1366,stonehenge,1,0.0,2.0,2.0,
1367,transportation (train),1,0.0,4.0,4.0,
1368,the beara peninsula,1,0.0,5.0,5.0,
1369,solo travel feasibility,1,0.0,3.0,3.0,
1370,traffic information,1,0.0,5.0,5.0,
1371,tourism growth,1,0.0,4.0,4.0,
1372,tourism development,1,0.0,2.0,2.0,
1373,towns to visit,1,0.0,3.0,3.0,
1374,tradition,1,0.0,5.0,5.0,
1375,tourism demand,1,0.0,5.0,5.0,
1376,tour season,1,0.0,4.0,4.0,
1377,traditional houses,1,0.0,5.0,5.0,
1378,traditional village,1,0.0,5.0,5.0,
1379,traffic and transportation,1,0.0,1.0,1.0,
1380,tour scheduling,1,0.0,3.0,3.0,
1381,tour quality,1,0.0,5.0,5.0,
1382,tour pricing,1,0.0,2.0,2.0,
1383,tour planning,1,0.0,3.0,3.0,
1384,tour packages,1,0.0,2.0,2.0,
1385,town visit,1,0.0,5.0,5.0,
1386,trail,1,0.0,5.0,5.0,
1387,tour operator reputation,1,0.0,4.0,4.0,
1388,trail difficulty,1,0.0,5.0,5.0,
1389,train accessibility,1,0.0,3.0,3.0,
1390,tour itinerary,1,0.0,2.0,2.0,
1391,tour guides in cairo,1,0.0,3.0,3.0,
1392,train booking,1,0.0,4.0,4.0,
1393,tour guides and porters,1,0.0,5.0,5.0,
1394,train cleanliness,1,0.0,1.0,1.0,
1395,tour guide/excursion,1,0.0,5.0,5.0,
1396,train connectivity,1,0.0,4.0,4.0,
1397,tour guide/driver service,1,0.0,5.0,5.0,
1398,tour guide quality,1,0.0,4.0,4.0,
1399,towns and state parks,1,0.0,4.0,4.0,
1400,town size,1,0.0,3.0,3.0,
1401,transportation (damri),1,0.0,1.0,1.0,
1402,tourist trap,1,0.0,1.0,1.0,
1403,tourist expectations,1,0.0,1.0,1.0,
1404,tourist mentality,1,0.0,4.0,4.0,
1405,tourist numbers,1,0.0,3.0,3.0,
1406,tourist planning,1,0.0,5.0,5.0,
1407,tourist popularity,1,0.0,3.0,3.0,
1408,tourist district,1,0.0,5.0,5.0,
1409,tourist development,1,0.0,4.0,4.0,
1410,tourist recovery,1,0.0,3.0,3.0,
1411,tourist scams/pricing,1,0.0,1.0,1.0,
1412,tourist shops,1,0.0,3.0,3.0,
1413,tourist destination ranking,1,0.0,5.0,5.0,
1414,tourist tolerance,1,0.0,2.0,2.0,
1415,tourist destination popularity,1,0.0,5.0,5.0,
1416,touristy activities,1,0.0,2.0,2.0,
1417,tourism marketing,1,0.0,2.0,2.0,
1418,tourist card,1,0.0,3.0,3.0,
1419,tourist behavior,1,0.0,1.0,1.0,
1420,touristy cities,1,0.0,2.0,2.0,
1421,town aesthetics,1,0.0,4.0,4.0,
1422,town center,1,0.0,4.0,4.0,
1423,tourist attention,1,0.0,2.0,2.0,
1424,town centre,1,0.0,4.0,4.0,
1425,tourist area safety,1,0.0,2.0,2.0,
1426,town exploration,1,0.0,4.0,4.0,
1427,tourism season,1,0.0,2.0,2.0,
1428,tourism requirements,1,0.0,4.0,4.0,
1429,town maintenance,1,0.0,4.0,4.0,
1430,tourism office,1,0.0,4.0,4.0,
1431,tour guide flexibility,1,0.0,5.0,5.0,
1432,tour groups,1,0.0,3.0,3.0,
1433,tour extension,1,0.0,2.0,2.0,
1434,ticket booking process,1,0.0,4.0,4.0,
1435,time spent in city,1,0.0,4.0,4.0,
1436,time spent,1,0.0,2.0,2.0,
1437,time required,1,0.0,3.0,3.0,
1438,train system,1,0.0,4.0,4.0,
1439,time efficiency,1,0.0,2.0,2.0,
1440,train system website,1,0.0,4.0,4.0,
1441,time change,1,0.0,2.0,2.0,
1442,train tours,1,0.0,3.0,3.0,
1443,trains,1,0.0,1.0,1.0,
1444,tikal ruins,1,0.0,5.0,5.0,
1445,tikal,1,0.0,2.0,2.0,
1446,ticketing and planning,1,0.0,4.0,4.0,
1447,ticket pricing,1,0.0,4.0,4.0,
1448,transit,1,0.0,2.0,2.0,
1449,tour company service,1,0.0,4.0,4.0,
1450,tianmen mountain,1,0.0,4.0,4.0,
1451,transit experience,1,0.0,4.0,4.0,
1452,three towers,1,0.0,4.0,4.0,
1453,transition fatigue,1,0.0,2.0,2.0,
1454,thermal hotsprings,1,0.0,4.0,4.0,
1455,translation app,1,0.0,5.0,5.0,
1456,theme park,1,0.0,5.0,5.0,
1457,the shard,1,0.0,3.0,3.0,
1458,the residence,1,0.0,3.0,3.0,
1459,the little mermaid,1,0.0,3.0,3.0,
1460,the lafayette hotel,1,0.0,4.0,4.0,
1461,the burren,1,0.0,4.0,4.0,
1462,transportation (car rental),1,0.0,5.0,5.0,
1463,train station area,1,0.0,1.0,1.0,
1464,timetable flexibility,1,0.0,3.0,3.0,
1465,timing,1,0.0,5.0,5.0,
1466,train services,1,0.0,2.0,2.0,
1467,train costs,1,0.0,3.0,3.0,
1468,tour companies,1,0.0,5.0,5.0,
1469,tour buses,1,0.0,3.0,3.0,
1470,train network,1,0.0,4.0,4.0,
1471,tour availability,1,0.0,4.0,4.0,
1472,tour agents,1,0.0,4.0,4.0,
1473,tour agency,1,0.0,5.0,5.0,
1474,tour activity,1,0.0,5.0,5.0,
1475,tour activities,1,0.0,5.0,5.0,
1476,train pass,1,0.0,2.0,2.0,
1477,torvehallerne market,1,0.0,3.0,3.0,
1478,topography,1,0.0,4.0,4.0,
1479,topkapi palace,1,0.0,4.0,4.0,
1480,train passes,1,0.0,3.0,3.0,
1481,top deck tours,1,0.0,3.0,3.0,
1482,train ride,1,0.0,5.0,5.0,
1483,toll roads and passes,1,0.0,5.0,5.0,
1484,tokyo,1,0.0,3.0,3.0,
1485,toilet facilities,1,0.0,2.0,2.0,
1486,todos santos,1,0.0,4.0,4.0,
1487,train rides,1,0.0,5.0,5.0,
1488,titlis,1,0.0,3.0,3.0,
1489,tirana,1,0.0,3.0,3.0,
1490,tipping etiquette,1,0.0,3.0,3.0,
1491,train route efficiency,1,0.0,3.0,3.0,
1492,timor,1,0.0,4.0,4.0,
1493,train scheduling,1,0.0,4.0,4.0,
1494,solo travel intensity,1,0.0,2.0,2.0,
1495,nature escapes,1,0.0,4.0,4.0,
1496,restaurant booking,1,0.0,1.0,1.0,
1497,rumipaxi lodge,1,0.0,5.0,5.0,
1498,safety for solo female travelers,1,0.0,5.0,5.0,
1499,valladolid,1,0.0,4.0,4.0,
1500,safety during ebola outbreak,1,0.0,4.0,4.0,
1501,safety comparison,1,0.0,4.0,4.0,
1502,valle d'itria,1,0.0,4.0,4.0,
1503,safety and politics,1,0.0,1.0,1.0,
1504,valley experience,1,0.0,5.0,5.0,
1505,safari experience with sola safari travels,1,0.0,5.0,5.0,
1506,sacred valley tour,1,0.0,4.0,4.0,
1507,sacred valley,1,0.0,4.0,4.0,
1508,rural experiences,1,0.0,4.0,4.0,
1509,rural area,1,0.0,5.0,5.0,
1510,runa wasi hostel,1,0.0,5.0,5.0,
1511,value,1,0.0,5.0,5.0,
1512,safety measures,1,0.0,5.0,5.0,
1513,rugby culture,1,0.0,4.0,4.0,
1514,ruby cocktail bar,1,0.0,4.0,4.0,
1515,ruby beach,1,0.0,5.0,5.0,
1516,vancouver,1,0.0,3.0,3.0,
1517,ruacana falls,1,0.0,5.0,5.0,
1518,route suggestion,1,0.0,5.0,5.0,
1519,varenna,1,0.0,3.0,3.0,
1520,route information,1,0.0,4.0,4.0,
1521,route from hue to hanoi,1,0.0,2.0,2.0,
1522,route accessibility,1,0.0,5.0,5.0,
1523,route,1,0.0,3.0,3.0,
1524,rottnest island,1,0.0,5.0,5.0,
1525,variety of experiences,1,0.0,5.0,5.0,
1526,valencia accessibility,1,0.0,,,
1527,safety of cable cars,1,0.0,5.0,5.0,
1528,sauna experiences,1,0.0,5.0,5.0,
1529,san cristóbal de las casas,1,0.0,4.0,4.0,
1530,sarandë,1,0.0,4.0,4.0,
1531,sarajevo,1,0.0,3.0,3.0,
1532,santorini as a destination,1,0.0,5.0,5.0,
1533,santaella,1,0.0,4.0,4.0,
1534,sanlitun,1,0.0,5.0,5.0,
1535,sandboarding,1,0.0,5.0,5.0,
1536,sand boarding,1,0.0,3.0,3.0,
1537,sanctuary,1,0.0,4.0,4.0,
1538,san miguel de allende,1,0.0,4.0,4.0,
1539,san josé del cabo,1,0.0,4.0,4.0,
1540,vacation spot,1,0.0,2.0,2.0,
1541,san gimignano town,1,0.0,4.0,4.0,
1542,san gimignano gelato,1,0.0,5.0,5.0,
1543,san cristóbal,1,0.0,3.0,3.0,
1544,safety precautions,1,0.0,4.0,4.0,
1545,san blas tour,1,0.0,3.0,3.0,
1546,sami culture,1,0.0,5.0,5.0,
1547,samarkand visit,1,0.0,3.0,3.0,
1548,salzburg,1,0.0,3.0,3.0,
1549,salt mountains,1,0.0,4.0,4.0,
1550,salt flats tour,1,0.0,4.0,4.0,
1551,salinas beach,1,0.0,5.0,5.0,
1552,sailing,1,0.0,5.0,5.0,
1553,vacation time,1,0.0,5.0,5.0,
1554,sahara desert tour,1,0.0,3.0,3.0,
1555,vaccination requirements,1,0.0,1.0,1.0,
1556,safety/scams,1,0.0,1.0,1.0,
1557,valencia,1,0.0,4.0,4.0,
1558,rotorua area,1,0.0,5.0,5.0,
1559,rosenborg castle,1,0.0,3.0,3.0,
1560,rosario islands,1,0.0,4.0,4.0,
1561,ribeira neighborhood,1,0.0,4.0,4.0,
1562,verona,1,0.0,3.0,3.0,
1563,riu turquoise,1,0.0,3.0,3.0,
1564,riquewihr,1,0.0,5.0,5.0,
1565,ring of kerry,1,0.0,5.0,5.0,
1566,victoria park/broadway market,1,0.0,5.0,5.0,
1567,rigi,1,0.0,3.0,3.0,
1568,riding quality,1,0.0,5.0,5.0,
1569,vienna,1,0.0,3.0,3.0,
1570,riding experience,1,0.0,5.0,5.0,
1571,ridehailing services,1,0.0,4.0,4.0,
1572,ride-hailing service,1,0.0,3.0,3.0,
1573,ride-hailing apps,1,0.0,1.0,1.0,
1574,ride intensity,1,0.0,4.0,4.0,
1575,ribeauville,1,0.0,5.0,5.0,
1576,ropeway view,1,0.0,4.0,4.0,
1577,rialto beach,1,0.0,4.0,4.0,
1578,rhino transportation service,1,0.0,5.0,5.0,
1579,revisit intention,1,0.0,5.0,5.0,
1580,return visits,1,0.0,4.0,4.0,
1581,retail service,1,0.0,1.0,1.0,
1582,restaurants and bars,1,0.0,5.0,5.0,
1583,vietnamese food,1,0.0,5.0,5.0,
1584,restaurant reservation process,1,0.0,4.0,4.0,
1585,restaurant quality,1,0.0,2.0,2.0,
1586,view/scenic view,1,0.0,5.0,5.0,
1587,restaurant location,1,0.0,4.0,4.0,
1588,viewpoints and national park,1,0.0,5.0,5.0,
1589,views and national parks,1,0.0,5.0,5.0,
1590,vermont,1,0.0,5.0,5.0,
1591,river cruises,1,0.0,2.0,2.0,
1592,river cruising,1,0.0,4.0,4.0,
1593,river safari,1,0.0,5.0,5.0,
1594,room,1,0.0,3.0,3.0,
1595,rongbuk monastery,1,0.0,5.0,5.0,
1596,ronda,1,0.0,3.0,3.0,
1597,vasa museum,1,0.0,4.0,4.0,
1598,rome city,1,0.0,3.0,3.0,
1599,rome,1,0.0,3.0,3.0,
1600,romantic spots,1,0.0,5.0,5.0,
1601,vegan-friendly travel,1,0.0,5.0,5.0,
1602,romantic places,1,0.0,3.0,3.0,
1603,romantic evenings,1,0.0,5.0,5.0,
1604,vegetarian food options,1,0.0,5.0,5.0,
1605,vendor service,1,0.0,5.0,5.0,
1606,rolling geeks golf cart tour,1,0.0,5.0,5.0,
1607,rodeos,1,0.0,5.0,5.0,
1608,roadtrip experience,1,0.0,2.0,2.0,
1609,venice,1,0.0,3.0,3.0,
1610,road trip stops,1,0.0,1.0,1.0,
1611,road trip planning,1,0.0,3.0,3.0,
1612,road trip itinerary,1,0.0,3.0,3.0,
1613,venice city,1,0.0,3.0,3.0,
1614,road tolls,1,0.0,3.0,3.0,
1615,venue - larimer lounge,1,0.0,5.0,5.0,
1616,rivers,1,0.0,5.0,5.0,
1617,river views,1,0.0,5.0,5.0,
1618,veranda palmar beach hotel,1,0.0,3.0,3.0,
1619,river tubing,1,0.0,5.0,5.0,
1620,river seine,1,0.0,5.0,5.0,
1621,vacation length,1,0.0,3.0,3.0,
1622,scam risk,1,0.0,1.0,1.0,
1623,triglav national park,1,0.0,5.0,5.0,
1624,tsaatan reindeer tour,1,0.0,3.0,3.0,
1625,size and activities,1,0.0,2.0,2.0,
1626,tripadvisor reviews,1,0.0,4.0,4.0,
1627,site maintenance,1,0.0,4.0,4.0,
1628,troncones,1,0.0,3.0,3.0,
1629,singapore,1,0.0,4.0,4.0,
1630,sim card,1,0.0,5.0,5.0,
1631,silicon valley of beijing,1,0.0,5.0,5.0,
1632,tropical destinations,1,0.0,5.0,5.0,
1633,sigiriya,1,0.0,3.0,3.0,
1634,sightseeing/attractions,1,0.0,5.0,5.0,
1635,sightseeing opportunities,1,0.0,4.0,4.0,
1636,sightseeing in kathmandu,1,0.0,5.0,5.0,
1637,sightseeing accessibility,1,0.0,4.0,4.0,
1638,sights and attractions,1,0.0,5.0,5.0,
1639,size of the city,1,0.0,3.0,3.0,
1640,sights and activities,1,0.0,5.0,5.0,
1641,siem reap experience,1,0.0,4.0,4.0,
1642,sicilia region,1,0.0,4.0,4.0,
1643,shops,1,0.0,3.0,3.0,
1644,shopping/cafes,1,0.0,5.0,5.0,
1645,shopping in chaoyang,1,0.0,1.0,1.0,
1646,shopping experience,1,0.0,5.0,5.0,
1647,shopping district,1,0.0,5.0,5.0,
1648,tuk-tuk service,1,0.0,4.0,4.0,
1649,ship size,1,0.0,3.0,3.0,
1650,shinjuku gyoen,1,0.0,4.0,4.0,
1651,shigatse,1,0.0,5.0,5.0,
1652,shibuya,1,0.0,4.0,4.0,
1653,trip to paris,1,0.0,4.0,4.0,
1654,size of the region,1,0.0,4.0,4.0,
1655,scammers and vendors,1,0.0,1.0,1.0,
1656,trip idea,1,0.0,5.0,5.0,
1657,solo exploration,1,0.0,4.0,4.0,
1658,solitude,1,0.0,5.0,5.0,
1659,sol duc falls,1,0.0,5.0,5.0,
1660,socializing and meeting people,1,0.0,4.0,4.0,
1661,socializing,1,0.0,5.0,5.0,
1662,social vibe spots,1,0.0,5.0,5.0,
1663,social vibe,1,0.0,5.0,5.0,
1664,trip customization,1,0.0,5.0,5.0,
1665,social interactions,1,0.0,4.0,4.0,
1666,trip finale,1,0.0,5.0,5.0,
1667,trip flexibility,1,0.0,4.0,4.0,
1668,social environment,1,0.0,4.0,4.0,
1669,social connections,1,0.0,2.0,2.0,
1670,social,1,0.0,4.0,4.0,
1671,skagit bay view,1,0.0,4.0,4.0,
1672,snorkeling/diving,1,0.0,5.0,5.0,
1673,snorkeling and diving,1,0.0,5.0,5.0,
1674,snack bar sofra te alba,1,0.0,5.0,5.0,
1675,smk national gallery,1,0.0,3.0,3.0,
1676,small town vibe,1,0.0,5.0,5.0,
1677,small town experiences,1,0.0,3.0,3.0,
